Text,Label
"I'm thrilled about this lately",excited
"I'm getting frustrated today",frustrated
"I feel average today",neutral
"I feel tranquil",calm
"I'm buzzing with excitement lately",excited
"I'm upset today",sad
"I'm annoyed",angry
"I'm okay with this",neutral
"I'm okay with this right now",neutral
"I feel miserable about this",sad
"I'm annoyed lately",angry
"I feel balanced about this",calm
"This is so irritating today",frustrated
"I'm depressed today",sad
"I'm getting frustrated today",frustrated
"This irritates me about this",frustrated
"I'm elated today",excited
"I'm so excited! about this",excited
"Everything is fine lately",neutral
"I'm panicking about this",anxious
"I feel anxious about this",anxious
"I have anxiety today",anxious
"I'm feeling low",sad
"This makes me rage about this",angry
"I'm so happy today!",happy
"This is thrilling! today",excited
"I'm so angry! lately",angry
"This is thrilling!",excited
"I'm at peace right now",calm
"I'm feeling steady lately",calm
"I'm thrilled!",happy
"I'm alright lately",neutral
"I feel tranquil right now",calm
"I'm amped up right now",excited
"I'm at peace",calm
"I'm thrilled about this today",excited
"This is so irritating lately",frustrated
"I'm so hyped right now",excited
"I'm furious about this lately",angry
"I'm frustrated about this",frustrated
"I'm at peace lately",calm
"I'm overjoyed about this",happy
"I'm feeling worried lately",anxious
"I'm feeling anxious today",anxious
"I feel fine about this",neutral
"This is so annoying about this",frustrated
"I'm feeling serene right now",calm
"I'm okay with this",neutral
"I feel anxious today",anxious
"I'm frustrated about this",angry
"I'm so excited! about this",excited
"I'm getting frustrated",frustrated
"This irritates me",frustrated
"I'm overjoyed",happy
"I'm so angry!",angry
"I'm ecstatic lately",happy
"I feel anxious about this",anxious
"I'm feeling sad right now",sad
"Everything is fine right now",neutral
"I'm okay about this",neutral
"Nothing special",neutral
"I'm doing okay about this",neutral
"This is so frustrating! right now",frustrated
"I'm relaxed today",calm
"I'm feeling zen right now",calm
"I'm seething about this",angry
"I'm feeling peaceful today",calm
"I feel relaxed and calm about this",calm
"I'm feeling placid",calm
"I feel anxious today",anxious
"I'm really excited right now",excited
"This is amazing! lately",happy
"I'm panicking today",anxious
"I'm feeling peaceful",calm
"I'm feeling low lately",sad
"Nothing much lately",neutral
"I feel hopeless lately",sad
"I'm feeling wonderful lately",happy
"I'm doing okay lately",neutral
"I'm really frustrated",frustrated
"I feel neutral",neutral
"I feel empty inside",sad
"I'm feeling okay lately",neutral
"Nothing special",neutral
"I'm thrilled about this",excited
"I'm nervous about this today",anxious
"I'm annoyed",angry
"I'm really excited lately",excited
"I'm delighted right now",happy
"I'm feeling steady about this",calm
"This is amazing! lately",happy
"This is so annoying lately",frustrated
"This is thrilling! lately",excited
"This gives me anxiety today",anxious
"I feel relaxed and calm lately",calm
"This is infuriating about this",angry
"I'm losing patience lately",frustrated
"I'm so happy today! today",happy
"I'm so excited! lately",excited
"This is thrilling! today",excited
"I'm feeling tense lately",anxious
"I'm feeling frustrated about this",frustrated
"I'm really worried lately",anxious
"I feel fine about this",neutral
"This is so irritating about this",frustrated
"This is so annoying lately",frustrated
"I feel tranquil right now",calm
"I'm at peace right now",calm
"Everything is normal today",neutral
"I'm pumped! about this",excited
"This is so irritating lately",frustrated
"I'm feeling low about this",sad
"I'm exhilarated",excited
"This makes me nervous",anxious
"I'm seething lately",angry
"I feel normal about this",neutral
"I'm feeling quiet about this",calm
"This makes me furious right now",angry
"This makes me sad lately",sad
"I'm exhilarated lately",excited
"I'm so pleased about this",happy
"I'm feeling zen lately",calm
"I'm feeling blue right now",sad
"I'm really worried about this",anxious
"I'm really excited lately",excited
"This makes me furious today",angry
"This is awesome!",excited
"This is amazing! right now",happy
"I'm nervous about this about this",anxious
"I'm feeling gloomy about this",sad
"Everything is normal",neutral
"I'm doing alright",neutral
"I'm feeling sad lately",sad
"This brings me joy right now",happy
"I'm feeling okay right now",neutral
"I'm doing alright lately",neutral
"I'm seething lately",angry
"I'm upset lately",sad
"I'm exhilarated",excited
"What a wonderful day! right now",happy
"I feel hopeless right now",sad
"I'm thrilled! right now",happy
"I'm fed up about this",frustrated
"I'm so angry! lately",angry
"This is so disappointing about this",sad
"I'm getting frustrated lately",frustrated
"I'm losing patience right now",frustrated
"This brings me joy",happy
"I'm mad about this right now",angry
"I'm fed up about this",frustrated
"I'm doing alright lately",neutral
"I feel awful right now",sad
"This is exciting!",excited
"I'm livid right now",angry
"I'm feeling worried about this",anxious
"This is infuriating about this",angry
"I feel miserable today",sad
"I feel anxious today",anxious
"I feel tranquil",calm
"I'm amped up",excited
"I'm so angry!",angry
"This is maddening right now",frustrated
"I'm relaxed right now",calm
"I'm really upset lately",angry
"I feel fantastic! lately",happy
"I'm amped up about this",excited
"I feel calm about this",calm
"I'm on cloud nine",happy
"I'm so angry! right now",angry
"I feel composed right now",calm
"I'm exhilarated right now",excited
"I feel hopeless about this",sad
"I'm okay about this",neutral
"This makes me nervous right now",anxious
"I'm feeling sad about this",sad
"I'm exhilarated about this",excited
"I'm feeling low today",sad
"This makes me furious lately",angry
"I feel balanced lately",calm
"I feel joyful",happy
"I feel relaxed and calm lately",calm
"I'm feeling gloomy about this",sad
"I'm relaxed",calm
"This makes me nervous today",anxious
"I'm really excited today",excited
"I'm so stoked about this",excited
"This is thrilling!",excited
"I'm ecstatic lately",excited
"I'm feeling quiet",calm
"This is so annoying",frustrated
"I'm feeling worried",anxious
"I'm pumped! right now",excited
"I'm panicking right now",anxious
"This is so irritating right now",angry
"I'm feeling placid",calm
"This is so irritating",frustrated
"This makes me happy right now",happy
"I'm doing alright",neutral
"I'm feeling gloomy lately",sad
"This is thrilling! today",excited
"This is awesome!",excited
"I'm feeling serene right now",calm
"I'm upset lately",sad
"I feel normal right now",neutral
"I'm thrilled!",happy
"Nothing much lately",neutral
"This makes me rage",angry
"I'm delighted right now",happy
"I'm feeling uneasy",anxious
"I feel normal",neutral
"I feel down today",sad
"I feel down about this",sad
"This is thrilling! right now",excited
"I'm panicking right now",anxious
"This brings me joy right now",happy
"I'm indifferent about this",neutral
"I'm panicking today",anxious
"This is so disappointing lately",sad
"Nothing special right now",neutral
"This brings me joy",happy
"I feel fantastic! today",happy
"This is exciting! about this",excited
"I'm feeling okay",neutral
"I'm feeling tense today",anxious
"This makes me happy lately",happy
"I feel average right now",neutral
"This makes me nervous lately",anxious
"I feel down right now",sad
"I feel balanced lately",calm
"I'm so angry! right now",angry
"I'm thrilled! lately",happy
"I feel joyful about this",happy
"This is awesome! today",excited
"This brings me joy right now",happy
"I can't wait!",excited
"I'm ecstatic lately",happy
"This is annoying",frustrated
"I'm feeling steady right now",calm
"This makes me nervous",anxious
"I'm relaxed right now",calm
"I'm getting frustrated about this",frustrated
"This makes me nervous right now",anxious
"I'm indifferent today",neutral
"This is amazing! right now",happy
"This is so irritating about this",frustrated
"I'm really worried today",anxious
"I'm ecstatic today",happy
"I'm getting frustrated right now",frustrated
"Nothing much lately",neutral
"I'm feeling wonderful about this",happy
"I'm ecstatic right now",happy
"I'm irritated right now",angry
"This is so irritating about this",angry
"This is annoying",frustrated
"I'm feeling frustrated lately",frustrated
"I'm feeling worried lately",anxious
"I'm feeling tense",anxious
"This is infuriating about this",angry
"I'm getting frustrated lately",frustrated
"Everything is fine today",neutral
"I'm livid right now",angry
"I'm frustrated lately",frustrated
"I have anxiety today",anxious
"This gives me anxiety right now",anxious
"I feel fine",neutral
"I feel balanced today",calm
"I'm really annoyed right now",frustrated
"I'm frustrated about this",angry
"I'm annoyed about this",angry
"I feel joyful lately",happy
"I feel relaxed and calm",calm
"I'm feeling anxious about this",anxious
"I'm annoyed",angry
"I'm amped up right now",excited
"I'm irritated right now",angry
"I feel joyful",happy
"I'm feeling placid today",calm
"I'm okay lately",neutral
"This is annoying",frustrated
"I feel hopeless about this",sad
"I'm alright today",neutral
"I'm nervous about this",anxious
"This is so disappointing lately",sad
"I'm feeling frustrated lately",frustrated
"This makes me happy right now",happy
"This is awesome! today",excited
"I'm really upset lately",angry
"I'm feeling zen right now",calm
"I'm thrilled about this about this",excited
"I'm so hyped",excited
"This makes me sad",sad
"I'm nervous about this about this",anxious
"I'm nervous about this about this",anxious
"I feel hopeless",sad
"I'm buzzing with excitement about this",excited
"This makes me happy about this",happy
"I'm frustrated about this",angry
"I'm so stoked lately",excited
"I'm so angry!",angry
"This irritates me about this",frustrated
"This angers me",angry
"This is amazing! lately",happy
"This is heartbreaking right now",sad
"I feel neutral about this",neutral
"I'm depressed today",sad
"I'm delighted right now",happy
"This is amazing! lately",happy
"This makes me happy lately",happy
"I'm getting frustrated lately",frustrated
"I feel neutral about this",neutral
"I'm so excited!",excited
"I feel terrible",sad
"Nothing much lately",neutral
"This is maddening about this",frustrated
"I'm feeling sad today",sad
"I'm really anxious",anxious
"I'm feeling gloomy today",sad
"I'm indifferent right now",neutral
"I'm frustrated today",angry
"Nothing much about this",neutral
"This is exasperating today",frustrated
"Everything is fine right now",neutral
"I feel neutral right now",neutral
"I feel anxious lately",anxious
"I'm livid today",angry
"I'm doing okay today",neutral
"This is exciting! right now",excited
"I'm annoyed lately",angry
"I'm feeling sad",sad
"I feel hopeless right now",sad
"I'm so pleased right now",happy
"I feel neutral right now",neutral
"I feel miserable about this",sad
"I'm so excited! lately",excited
"I feel normal lately",neutral
"I'm really excited",excited
"I'm feeling steady right now",calm
"This is so annoying about this",frustrated
"I feel average right now",neutral
"I'm worried sick lately",anxious
"I'm feeling okay right now",neutral
"I'm fuming today",angry
"I'm elated today",excited
"I'm getting frustrated right now",frustrated
"I'm feeling tense",anxious
"Everything is fine today",neutral
"I'm feeling tense about this",anxious
"This is thrilling! right now",excited
"I feel average lately",neutral
"I feel joyful about this",happy
"I'm feeling mellow lately",calm
"I feel tranquil today",calm
"Everything is fine",neutral
"I'm feeling serene today",calm
"I'm fed up lately",frustrated
"This angers me right now",angry
"I'm panicking today",anxious
"I'm feeling frustrated",frustrated
"I feel awful today",sad
"I'm feeling quiet about this",calm
"I feel at ease lately",calm
"I'm at peace right now",calm
"I'm really frustrated about this",frustrated
"This brings me joy about this",happy
"This makes me rage lately",angry
"I'm okay with this",neutral
"I'm buzzing with excitement lately",excited
"I'm feeling low",sad
"This is maddening right now",frustrated
"I'm exhilarated today",excited
"I'm really frustrated lately",frustrated
"I'm worried sick today",anxious
"I have anxiety lately",anxious
"This is so irritating lately",angry
"I'm elated",excited
"I'm so excited! about this",excited
"I feel hopeless about this",sad
"I'm mad about this",angry
"This is awesome! about this",excited
"I feel empty inside about this",sad
"I'm feeling gloomy about this",sad
"I feel neutral",neutral
"I'm indifferent today",neutral
"I feel empty inside about this",sad
"I'm fuming",angry
"I'm feeling placid today",calm
"I'm relaxed",calm
"I'm doing okay right now",neutral
"This makes me furious about this",angry
"I'm really excited right now",excited
"I'm on cloud nine right now",happy
"I'm feeling okay about this",neutral
"This is awesome! about this",excited
"I'm feeling worried today",anxious
"I'm so stoked today",excited
"I feel fine right now",neutral
"I'm frustrated right now",angry
"I'm doing alright about this",neutral
"I feel miserable",sad
"This is heartbreaking today",sad
"This makes me nervous right now",anxious
"I'm livid lately",angry
"I feel empty inside about this",sad
"I feel neutral right now",neutral
"Everything is normal right now",neutral
"I'm getting frustrated about this",frustrated
"This makes me furious lately",angry
"I'm feeling anxious lately",anxious
"I'm feeling uneasy",anxious
"I'm feeling great! today",happy
"I'm annoyed lately",angry
"I'm exhilarated right now",excited
"I'm feeling peaceful today",calm
"I'm feeling anxious",anxious
"I'm overjoyed today",happy
"Everything is fine lately",neutral
"This is exciting! about this",excited
"I'm livid right now",angry
"I'm concerned about this",anxious
"This makes me happy today",happy
"I'm mad about this today",angry
"I'm fuming",angry
"I'm irritated about this",angry
"I'm elated today",excited
"I feel fantastic!",happy
"I'm getting frustrated about this",frustrated
"I'm really worried right now",anxious
"This makes me nervous today",anxious
"This is so irritating",angry
"I'm doing okay about this",neutral
"I'm so stoked about this",excited
"I'm feeling zen about this",calm
"I'm okay",neutral
"This is awesome! lately",excited
"Nothing much today",neutral
"This makes me sad about this",sad
"This is so irritating about this",frustrated
"I'm so pleased about this",happy
"I'm seething today",angry
"I'm panicking today",anxious
"I'm feeling blue about this",sad
"I'm really upset lately",angry
"I feel calm today",calm
"This is heartbreaking about this",sad
"I feel calm lately",calm
"I'm delighted lately",happy
"I'm doing alright today",neutral
"This is thrilling! lately",excited
"I'm really worried",anxious
"I'm really annoyed today",frustrated
"I'm so angry! right now",angry
"I'm upset",sad
"This is maddening lately",frustrated
"I'm really excited",excited
"I feel anxious",anxious
"This gives me anxiety about this",anxious
"I'm upset about this",sad
"I'm getting frustrated",frustrated
"I'm concerned about this",anxious
"I'm getting frustrated about this",frustrated
"I'm so angry! right now",angry
"I'm feeling uneasy right now",anxious
"I feel average lately",neutral
"I'm doing alright about this",neutral
"I'm upset lately",sad
"This is so frustrating! right now",frustrated
"This gives me anxiety today",anxious
"This makes me nervous about this",anxious
"I feel calm right now",calm
"I'm worried sick lately",anxious
"I'm okay with this right now",neutral
"I feel relaxed and calm",calm
"I'm feeling quiet",calm
"I'm feeling mellow today",calm
"I'm really frustrated about this",frustrated
"I feel down today",sad
"I'm really upset right now",angry
"I feel hopeless",sad
"I feel neutral lately",neutral
"I'm feeling tense",anxious
"Everything is normal right now",neutral
"This brings me joy right now",happy
"I'm feeling tense today",anxious
"I'm feeling wonderful right now",happy
"I'm doing alright right now",neutral
"I feel down lately",sad
"This makes me furious lately",angry
"I'm feeling tense about this",anxious
"I can't wait! right now",excited
"I feel composed about this",calm
"I feel composed right now",calm
"I'm pumped!",excited
"I'm amped up",excited
"Nothing much lately",neutral
"I'm feeling quiet",calm
"I'm really annoyed lately",frustrated
"I have anxiety lately",anxious
"I'm upset lately",sad
"I'm feeling placid right now",calm
"I'm alright right now",neutral
"Everything is fine today",neutral
"I'm really frustrated",frustrated
"I'm feeling steady today",calm
"I'm so angry! lately",angry
"This makes me furious lately",angry
"This makes me sad today",sad
"I'm feeling gloomy right now",sad
"I feel anxious",anxious
"This is so irritating",frustrated
"This is so annoying",frustrated
"I'm feeling peaceful",calm
"This is maddening today",frustrated
"I'm fed up",frustrated
"I'm indifferent about this",neutral
"I feel relaxed and calm lately",calm
"I'm so angry! about this",angry
"I'm depressed today",sad
"Nothing much",neutral
"I'm frustrated",angry
"I'm feeling wonderful about this",happy
"I'm irritated lately",angry
"I'm livid",angry
"Everything is fine about this",neutral
"I'm really upset lately",angry
"I'm doing okay about this",neutral
"This brings me joy today",happy
"I'm really anxious right now",anxious
"I'm ecstatic today",happy
"I'm feeling mellow",calm
"I feel joyful today",happy
"I'm livid right now",angry
"This is so irritating",angry
"I'm feeling peaceful lately",calm
"This makes me sad today",sad
"This brings me joy today",happy
"I'm nervous about this",anxious
"This makes me furious about this",angry
"Everything is normal today",neutral
"This is heartbreaking today",sad
"I'm so excited! right now",excited
"I'm thrilled! about this",happy
"I feel fantastic! right now",happy
"I'm feeling worried today",anxious
"This irritates me",frustrated
"I'm getting frustrated today",frustrated
"I'm really worried",anxious
"This makes me nervous about this",anxious
"I feel neutral today",neutral
"I feel down right now",sad
"I'm so angry! right now",angry
"This is heartbreaking lately",sad
"I'm feeling placid today",calm
"I'm feeling sad lately",sad
"This is so annoying about this",frustrated
"I'm feeling peaceful today",calm
"This irritates me right now",frustrated
"I'm at peace about this",calm
"I'm feeling tense about this",anxious
"I'm feeling serene today",calm
"I'm okay today",neutral
"This is so disappointing",sad
"I'm elated about this",excited
"I feel terrible today",sad
"I'm furious about this lately",angry
"I'm feeling uneasy about this",anxious
"I'm okay",neutral
"I'm upset today",sad
"This is so irritating right now",frustrated
"This makes me rage right now",angry
"This is infuriating lately",angry
"I'm furious about this right now",angry
"I'm feeling great! about this",happy
"I feel anxious about this",anxious
"I feel relaxed and calm about this",calm
"I'm irritated",angry
"I'm feeling wonderful",happy
"I'm worried sick today",anxious
"I feel composed today",calm
"I'm so pleased today",happy
"This angers me today",angry
"This irritates me lately",frustrated
"I'm relaxed about this",calm
"I'm feeling peaceful right now",calm
"This is so disappointing",sad
"I'm feeling tense lately",anxious
"I'm so happy today!",happy
"I'm feeling placid about this",calm
"This is so disappointing lately",sad
"I'm feeling gloomy lately",sad
"I feel joyful right now",happy
"I'm buzzing with excitement about this",excited
"I feel calm about this",calm
"I feel hopeless",sad
"I'm so excited!",excited
"I'm really upset",angry
"I'm so happy today!",happy
"I'm feeling steady right now",calm
"This is exasperating about this",frustrated
"This is heartbreaking",sad
"I can't wait! today",excited
"I feel down right now",sad
"I'm really anxious about this",anxious
"I'm upset about this",sad
"I feel anxious today",anxious
"I'm depressed about this",sad
"I feel neutral",neutral
"I'm exhilarated today",excited
"I'm feeling anxious right now",anxious
"This gives me anxiety lately",anxious
"This is heartbreaking",sad
"I'm doing okay today",neutral
"I'm feeling anxious",anxious
"I'm feeling sad",sad
"I'm pumped! about this",excited
"I feel relaxed and calm right now",calm
"What a wonderful day! today",happy
"I'm feeling gloomy",sad
"I feel tranquil lately",calm
"I'm feeling serene lately",calm
"I'm really worried about this",anxious
"I feel relaxed and calm right now",calm
"This angers me lately",angry
"I feel miserable today",sad
"I'm frustrated",frustrated
"I feel miserable today",sad
"This angers me about this",angry
"I'm really frustrated",frustrated
"I'm so angry! today",angry
"I'm seething right now",angry
"I'm so happy today! today",happy
"This is so irritating right now",frustrated
"I'm frustrated lately",angry
"I'm nervous about this today",anxious
"This angers me",angry
"Everything is normal about this",neutral
"This is maddening today",frustrated
"This brings me joy about this",happy
"I feel neutral right now",neutral
"I'm really worried today",anxious
"I'm feeling okay",neutral
"I feel joyful",happy
"I feel awful right now",sad
"I feel hopeless right now",sad
"I'm ecstatic today",excited
"I'm delighted today",happy
"This is annoying lately",frustrated
"I feel normal lately",neutral
"I'm feeling uneasy right now",anxious
"This irritates me about this",frustrated
"This is so frustrating! right now",frustrated
"I'm getting frustrated",frustrated
"I'm livid right now",angry
"I feel anxious",anxious
"I feel average right now",neutral
"What a wonderful day!",happy
"I'm depressed today",sad
"I'm panicking lately",anxious
"I'm feeling okay today",neutral
"I'm feeling wonderful right now",happy
"I'm annoyed today",angry
"I'm feeling blue about this",sad
"This is so disappointing",sad
"I'm really annoyed",frustrated
"This is so annoying today",frustrated
"I'm frustrated right now",frustrated
"I'm so stoked lately",excited
"I'm stressed out",anxious
"This is exciting! today",excited
"I feel relaxed and calm right now",calm
"I'm feeling blue today",sad
"I'm nervous about this",anxious
"I'm so angry! lately",angry
"I'm frustrated right now",frustrated
"This is exciting! right now",excited
"This is so irritating today",frustrated
"I'm buzzing with excitement about this",excited
"This is annoying about this",frustrated
"I feel composed",calm
"I'm exhilarated right now",excited
"This is so frustrating! lately",frustrated
"I'm really upset",angry
"I'm feeling okay right now",neutral
"I feel hopeless today",sad
"I'm thrilled! lately",happy
"I'm seething",angry
"I'm really excited lately",excited
"I'm so angry! right now",angry
"I feel joyful about this",happy
"I'm feeling okay right now",neutral
"I'm on cloud nine",happy
"I'm losing patience right now",frustrated
"This is so irritating",angry
"I'm thrilled about this right now",excited
"I feel anxious today",anxious
"I'm really annoyed lately",frustrated
"I'm feeling mellow lately",calm
"I'm furious about this lately",angry
"I'm feeling serene about this",calm
"I'm exhilarated right now",excited
"I'm so stoked about this",excited
"This is amazing! today",happy
"I'm feeling worried about this",anxious
"I'm annoyed",angry
"This makes me sad",sad
"This is so annoying about this",frustrated
"This brings me joy lately",happy
"I'm feeling okay lately",neutral
"I'm feeling gloomy",sad
"I'm mad about this lately",angry
"I'm on cloud nine right now",happy
"I'm feeling steady today",calm
"I feel terrible",sad
"I'm okay today",neutral
"I'm furious about this right now",angry
"I'm so excited! about this",excited
"I'm feeling anxious",anxious
"I'm seething today",angry
"I feel balanced about this",calm
"This is infuriating",angry
"I'm doing okay",neutral
"I'm really frustrated today",frustrated
"I'm losing patience about this",frustrated
"I'm concerned right now",anxious
"I'm thrilled! lately",happy
"I'm feeling mellow about this",calm
"I'm really anxious",anxious
"I'm feeling low today",sad
"I'm livid about this",angry
"I feel neutral lately",neutral
"This is so irritating today",frustrated
"I'm seething today",angry
"I can't wait!",excited
"I feel balanced right now",calm
"This is exciting! lately",excited
"I'm delighted today",happy
"I feel tranquil",calm
"This is exasperating today",frustrated
"I'm really worried lately",anxious
"I'm so pleased lately",happy
"This is amazing! about this",happy
"I'm really frustrated right now",frustrated
"I'm really anxious right now",anxious
"I'm okay with this about this",neutral
"I'm so happy today! today",happy
"I'm seething lately",angry
"I'm stressed out about this",anxious
"I feel neutral lately",neutral
"I'm worried sick lately",anxious
"I feel neutral right now",neutral
"This is so irritating",frustrated
"This is exasperating right now",frustrated
"I'm stressed out lately",anxious
"I'm losing patience lately",frustrated
"I'm on cloud nine right now",happy
"I'm feeling anxious right now",anxious
"This is so frustrating! about this",frustrated
"This is so irritating",angry
"This is so annoying right now",frustrated
"I'm thrilled about this lately",excited
"This is annoying lately",frustrated
"I'm concerned right now",anxious
"Everything is normal right now",neutral
"I'm doing okay today",neutral
"I can't wait! today",excited
"I'm stressed out right now",anxious
"I'm really frustrated",frustrated
"I'm so hyped today",excited
"I'm seething today",angry
"I'm alright today",neutral
"I'm doing alright",neutral
"I'm really worried about this",anxious
"I'm feeling placid about this",calm
"I'm worried sick about this",anxious
"I'm annoyed right now",angry
"I feel calm",calm
"I'm feeling steady",calm
"I feel calm today",calm
"I'm doing okay today",neutral
"Nothing special about this",neutral
"I feel down about this",sad
"This irritates me lately",frustrated
"I'm at peace",calm
"I'm upset",sad
"I'm feeling blue today",sad
"I'm irritated today",angry
"I'm annoyed about this",angry
"I'm indifferent right now",neutral
"I'm indifferent lately",neutral
"This gives me anxiety today",anxious
"Nothing special right now",neutral
"I feel average about this",neutral
"I'm so excited! today",excited
"I'm feeling tense",anxious
"I feel composed lately",calm
"I'm elated today",excited
"I feel balanced right now",calm
"I'm doing okay",neutral
"Everything is normal about this",neutral
"I feel awful right now",sad
"This gives me anxiety lately",anxious
"I'm furious about this right now",angry
"I'm doing okay today",neutral
"This makes me sad lately",sad
"I'm frustrated",frustrated
"I feel at ease today",calm
"I feel fantastic! about this",happy
"This makes me nervous",anxious
"I'm frustrated about this",angry
"This gives me anxiety lately",anxious
"I'm feeling serene right now",calm
"I'm feeling okay lately",neutral
"I'm frustrated about this",angry
"This angers me",angry
"I'm exhilarated today",excited
"This angers me",angry
"Everything is normal right now",neutral
"I'm feeling uneasy",anxious
"I'm relaxed right now",calm
"I'm annoyed about this",angry
"I'm ecstatic right now",excited
"I'm feeling wonderful",happy
"I'm seething lately",angry
"I'm frustrated lately",frustrated
"I'm feeling gloomy about this",sad
"I'm losing patience lately",frustrated
"I'm feeling steady about this",calm
"I'm really frustrated",frustrated
"I'm feeling tense lately",anxious
"I'm upset today",sad
"I'm annoyed right now",angry
"I'm buzzing with excitement",excited
"What a wonderful day!",happy
"I feel hopeless lately",sad
"I feel average today",neutral
"This is so irritating today",frustrated
"I feel fantastic!",happy
"I'm feeling great!",happy
"I feel normal lately",neutral
"I'm concerned",anxious
"This angers me right now",angry
"I feel calm today",calm
"I feel miserable today",sad
"I'm alright about this",neutral
"I'm really frustrated",frustrated
"This is so annoying",frustrated
"I'm so hyped today",excited
"I feel empty inside about this",sad
"I feel neutral",neutral
"I feel miserable",sad
"I'm pumped! today",excited
"I'm livid right now",angry
"I'm at peace lately",calm
"I'm relaxed today",calm
"I'm okay with this lately",neutral
"I'm feeling peaceful lately",calm
"I'm on cloud nine right now",happy
"I feel balanced about this",calm
"I'm furious about this today",angry
"I'm so hyped lately",excited
"I'm feeling serene about this",calm
"This is so disappointing right now",sad
"I'm feeling wonderful lately",happy
"I'm mad about this",angry
"This brings me joy right now",happy
"I'm really excited right now",excited
"I feel empty inside lately",sad
"I feel awful about this",sad
"I feel at ease today",calm
"I feel joyful about this",happy
"I'm feeling gloomy today",sad
"I'm panicking today",anxious
"This irritates me right now",frustrated
"I'm indifferent lately",neutral
"I'm really upset",angry
"I'm feeling anxious today",anxious
"I'm worried sick about this",anxious
"This is thrilling! about this",excited
"I'm so pleased lately",happy
"This gives me anxiety lately",anxious
"I'm losing patience lately",frustrated
"I'm really excited right now",excited
"This is heartbreaking right now",sad
"What a wonderful day!",happy
"I'm alright",neutral
"I feel anxious right now",anxious
"I'm thrilled! about this",happy
"I'm really worried lately",anxious
"I'm alright",neutral
"I'm livid lately",angry
"I'm feeling placid right now",calm
"I feel miserable lately",sad
"I feel fine today",neutral
"This is amazing!",happy
"I'm indifferent lately",neutral
"I have anxiety",anxious
"I can't wait! right now",excited
"I'm feeling tense today",anxious
"I'm feeling frustrated lately",frustrated
"This makes me rage right now",angry
"This is so irritating about this",frustrated
"I feel miserable",sad
"I'm furious about this today",angry
"I feel joyful right now",happy
"I'm feeling uneasy today",anxious
"I'm really annoyed about this",frustrated
"I'm fuming",angry
"I'm amped up about this",excited
"I'm feeling steady lately",calm
"This is so irritating today",frustrated
"I'm indifferent today",neutral
"I'm so angry!",angry
"I'm irritated right now",angry
"I'm so angry! lately",angry
"I'm indifferent right now",neutral
"This is so disappointing today",sad
"I'm seething right now",angry
"I'm feeling serene right now",calm
"I'm delighted right now",happy
"I'm feeling blue lately",sad
"I'm seething lately",angry
"I'm feeling great! today",happy
"I feel hopeless right now",sad
"I feel relaxed and calm lately",calm
"I'm ecstatic lately",excited
"I feel tranquil lately",calm
"I'm at peace",calm
"I feel empty inside",sad
"I'm panicking today",anxious
"I'm irritated today",angry
"This is infuriating about this",angry
"I'm feeling anxious",anxious
"I'm frustrated today",frustrated
"I'm feeling worried today",anxious
"I'm really annoyed right now",frustrated
"I'm so happy today! today",happy
"I'm feeling tense right now",anxious
"I'm feeling anxious today",anxious
"I'm feeling sad today",sad
"I'm concerned about this",anxious
"I'm really frustrated right now",frustrated
"This is maddening right now",frustrated
"This is so annoying lately",frustrated
"I'm feeling gloomy",sad
"This is so annoying right now",frustrated
"I'm thrilled about this today",excited
"I'm livid today",angry
"This is so irritating",frustrated
"I'm ecstatic lately",excited
"This is so disappointing right now",sad
"I feel average lately",neutral
"I'm feeling peaceful lately",calm
"I'm okay with this right now",neutral
"I'm at peace about this",calm
"I'm okay with this lately",neutral
"I'm feeling blue right now",sad
"I'm furious about this today",angry
"I'm feeling frustrated today",frustrated
"I'm feeling great! lately",happy
"I'm exhilarated right now",excited
"I feel at ease",calm
"This is infuriating today",angry
"I'm really anxious about this",anxious
"I'm feeling great! lately",happy
"This makes me happy about this",happy
"I feel terrible right now",sad
"Everything is normal today",neutral
"I'm feeling okay about this",neutral
"I feel relaxed and calm",calm
"I'm thrilled about this right now",excited
"I'm ecstatic today",happy
"Everything is fine lately",neutral
"I'm thrilled! today",happy
"This angers me about this",angry
"This gives me anxiety",anxious
"I'm ecstatic today",happy
"I'm okay right now",neutral
"I'm annoyed today",angry
"I'm really upset today",angry
"I'm feeling gloomy today",sad
"I'm so happy today!",happy
"I'm so stoked",excited
"This makes me rage lately",angry
"I'm ecstatic",happy
"I'm so stoked right now",excited
"I feel hopeless lately",sad
"I'm feeling peaceful",calm
"This is annoying",frustrated
"I'm pumped! lately",excited
"I feel composed lately",calm
"I'm doing okay today",neutral
"I feel miserable lately",sad
"This is thrilling! about this",excited
"I feel calm",calm
"This is so irritating today",frustrated
"I'm feeling worried",anxious
"I'm feeling zen today",calm
"I'm really anxious today",anxious
"I'm doing alright",neutral
"I'm fuming today",angry
"This makes me happy about this",happy
"I feel fine lately",neutral
"I'm mad about this",angry
"I'm really upset lately",angry
"I'm feeling tense",anxious
"I feel average right now",neutral
"This is so irritating about this",frustrated
"I'm feeling great! about this",happy
"I feel miserable right now",sad
"I'm pumped! about this",excited
"This is thrilling! lately",excited
"This is so frustrating!",frustrated
"I'm exhilarated right now",excited
"I feel balanced right now",calm
"I feel miserable right now",sad
"I'm thrilled about this about this",excited
"I'm upset today",sad
"I'm worried sick right now",anxious
